id,numero,sexo,total_electores,cantidad_votantes,dni_presidente,dni_suplente,circuito_id,municipio_id,departamento_id,esta_cargada,esta_incorporada,escuela_id,cantidad_sobres,asignacion1,asignacion2,carga1,carga2,ruta_imagen,cantidad_votantes2,cantidad_sobres2,cantidad_votantes3,cantidad_sobres3,fh_ruta,h_asig1,h_asig2,bue
123,1329,,351,272,0,0,40,12,5,X,X,17,272,31,20,t,t,aceptados/1329.jpg,272,272,272,272,17/11/2021 09:14:25,2021/11/17 09:14:26,2021/11/17 09:14:26,
46,1246,,347,261,0,0,33,32,4,X,X,6,261,2,32,t,t,aceptados/1246.jpg,261,261,261,261,16/11/2021 20:25:18,2021/11/16 20:26:55,2021/11/16 20:25:58,
631,2596,,350,305,0,0,161,51,23,X,X,85,305,22,21,t,t,aceptados/2596.jpg,305,305,305,305,17/11/2021 17:47:54,2021/11/17 17:48:13,2021/11/17 17:47:59,
535,1911,,350,285,0,0,74,48,10,X,X,68,285,25,35,t,t,aceptados/1911.jpg,285,285,285,285,17/11/2021 12:02:44,2021/11/17 12:03:23,2021/11/17 12:03:46,
480,1747,,348,277,0,0,62,39,8,X,X,62,277,18,21,t,t,aceptados/1747.jpg,277,277,277,277,17/11/2021 11:15:05,2021/11/17 11:15:20,2021/11/17 11:15:26,
524,1900,,350,300,0,0,74,48,10,X,X,67,300,24,21,t,t,aceptados/1900.jpg,300,300,300,300,17/11/2021 12:01:52,2021/11/17 12:02:19,2021/11/17 12:02:18,
599,2188,,350,282,0,0,107,43,15,X,X,81,282,22,42,t,t,aceptados/2188.jpg,282,282,282,282,17/11/2021 19:22:03,2021/11/17 19:23:28,2021/11/17 19:22:42,
281,1541,,349,272,0,0,53,60,7,X,X,38,272,22,31,t,t,aceptados/1541.jpg,272,272,272,272,17/11/2021 19:00:28,2021/11/17 19:01:18,2021/11/17 19:00:28,
91,1291,,349,270,0,0,34,32,4,X,X,11,270,32,32,t,t,aceptados/1291.jpg,270,270,270,270,16/11/2021 20:51:54,2021/11/16 20:58:15,2021/11/16 20:54:15,
100,1300,,348,263,0,0,34,32,4,X,X,12,263,41,32,t,t,aceptados/1300.jpg,263,263,263,263,16/11/2021 20:51:44,2021/11/16 20:58:04,2021/11/16 20:53:46,
551,1927,,350,260,0,0,77,49,10,X,X,72,260,20,17,t,t,aceptados/1927.jpg,260,260,260,260,17/11/2021 12:17:15,2021/11/17 12:17:15,2021/11/17 12:17:17,
245,1505,,347,274,0,0,53,60,7,X,X,34,274,43,31,t,t,aceptados/1505.jpg,274,274,274,274,17/11/2021 19:04:28,2021/11/17 19:05:05,2021/11/17 19:04:36,
236,1477,,350,284,0,0,50,65,6,X,X,33,284,31,25,t,t,aceptados/1477.jpg,284,284,284,284,17/11/2021 09:46:27,2021/11/17 09:46:27,2021/11/17 09:46:27,
360,1627,,350,273,0,0,58,63,7,X,X,47,273,18,21,t,t,aceptados/1627.jpg,273,273,273,273,17/11/2021 10:13:09,2021/11/17 10:14:21,2021/11/17 10:20:31,
3,1089,,350,241,0,0,26,69,2,X,X,1,241,20,21,t,t,aceptados/1089.jpg,241,241,241,241,17/11/2021 11:26:18,2021/11/17 11:26:21,2021/11/17 11:26:22,
357,1624,,350,242,0,0,58,63,7,X,X,47,242,24,25,t,t,aceptados/1624.jpg,242,242,242,242,17/11/2021 09:55:45,2021/11/17 09:55:45,2021/11/17 09:55:49,
13,1099,,260,185,0,0,26,69,2,X,X,2,185,25,22,t,t,aceptados/1099.jpg,185,185,185,185,17/11/2021 11:17:21,2021/11/17 11:18:19,2021/11/17 11:18:26,
393,1660,,350,257,0,0,62,39,8,X,X,53,257,18,21,t,t,aceptados/1660.jpg,257,257,257,257,17/11/2021 10:14:43,2021/11/17 10:16:24,2021/11/17 10:22:45,
301,1561,,192,138,0,0,54,60,7,X,X,40,138,22,21,t,t,aceptados/1561.jpg,138,138,138,138,17/11/2021 18:56:13,2021/11/17 18:56:15,2021/11/17 18:56:14,
446,1713,,350,255,0,0,62,39,8,X,X,58,255,24,22,t,t,aceptados/1713.jpg,255,255,255,255,17/11/2021 10:56:51,2021/11/17 10:56:52,2021/11/17 11:01:20,
657,2627,,349,271,0,0,165,21,24,X,X,89,271,43,21,t,t,aceptados/2627.jpg,271,271,271,271,17/11/2021 17:52:40,2021/11/17 17:52:43,2021/11/17 17:52:42,
7,1093,,350,246,0,0,26,69,2,X,X,1,246,18,17,t,t,aceptados/1093.jpg,246,246,246,246,17/11/2021 11:18:04,2021/11/17 11:19:03,2021/11/17 11:19:07,
154,1360,,350,275,0,0,40,12,5,X,X,20,275,18,20,t,t,aceptados/1360.jpg,275,275,275,275,17/11/2021 08:56:37,2021/11/17 09:36:59,2021/11/17 10:08:05,
507,1883,,350,273,0,0,74,48,10,X,X,67,273,25,22,t,t,aceptados/1883.jpg,273,273,273,273,17/11/2021 12:06:22,2021/11/17 12:06:22,2021/11/17 12:06:24,
405,1672,,351,256,0,0,62,39,8,X,X,54,256,24,21,t,t,aceptados/1672.jpg,256,256,256,256,17/11/2021 11:03:50,2021/11/17 11:03:54,2021/11/17 11:04:32,
491,1758,,263,209,0,0,62,39,8,X,X,63,209,24,21,t,t,aceptados/1758.jpg,209,209,209,209,17/11/2021 11:18:24,2021/11/17 11:19:23,2021/11/17 11:19:31,
509,1885,,349,291,0,0,74,48,10,X,X,67,291,18,35,t,t,aceptados/1885.jpg,291,291,291,291,17/11/2021 12:05:23,2021/11/17 12:05:25,2021/11/17 12:05:24,
337,1604,,350,267,0,0,58,63,7,X,X,45,267,21,21,t,t,aceptados/1604.jpg,267,267,267,267,17/11/2021 10:11:48,2021/11/17 10:11:50,2021/11/17 10:16:28,
95,1295,,350,279,0,0,34,32,4,X,X,11,279,2,32,t,t,aceptados/1295.jpg,279,279,279,279,16/11/2021 20:51:50,2021/11/16 20:58:11,2021/11/16 20:54:00,
149,1355,,350,290,0,0,40,12,5,X,X,19,290,18,25,t,t,aceptados/1355.jpg,290,290,290,290,17/11/2021 09:03:41,2021/11/17 09:05:10,2021/11/17 09:05:32,
321,1588,,350,240,0,0,58,63,7,X,X,43,240,22,25,t,t,aceptados/1588.jpg,240,240,240,240,17/11/2021 09:46:45,2021/11/17 09:46:46,2021/11/17 09:46:53,
461,1728,,348,268,0,0,62,39,8,X,X,60,268,20,22,t,t,aceptados/1728.jpg,268,268,268,268,17/11/2021 11:15:13,2021/11/17 11:15:37,2021/11/17 11:15:41,
21,1221,,350,287,0,0,33,32,4,X,X,3,287,32,32,t,t,aceptados/1221.jpg,287,287,287,287,16/11/2021 20:30:22,2021/11/16 20:30:23,2021/11/16 20:36:31,
5,1091,,350,250,0,0,26,69,2,X,X,1,250,20,17,t,t,aceptados/1091.jpg,250,250,250,250,17/11/2021 11:18:17,2021/11/17 11:19:20,2021/11/17 11:19:31,
254,1514,,348,260,0,0,53,60,7,X,X,35,260,43,42,t,t,aceptados/1514.jpg,260,260,260,260,17/11/2021 18:56:30,2021/11/17 18:58:10,2021/11/17 18:56:52,
560,2074,,350,279,0,0,92,56,13,X,X,76,279,25,17,t,t,aceptados/2074.jpg,279,279,279,279,17/11/2021 12:30:31,2021/11/17 12:30:32,2021/11/17 12:30:33,
624,2213,,265,214,0,0,108,43,15,X,X,83,214,31,21,t,t,aceptados/2213.jpg,214,214,214,214,17/11/2021 19:22:43,2021/11/17 19:24:23,2021/11/17 19:23:16,
4,1090,,350,245,0,0,26,69,2,X,X,1,245,24,22,t,t,aceptados/1090.jpg,245,245,245,245,17/11/2021 11:26:26,2021/11/17 11:26:27,2021/11/17 11:26:28,
121,1327,,350,277,0,0,40,12,5,X,X,17,277,18,35,t,t,aceptados/1327.jpg,277,277,277,277,17/11/2021 09:14:36,2021/11/17 09:14:37,2021/11/17 09:14:39,
654,2619,,281,190,0,0,162,21,24,X,X,87,190,22,42,t,t,aceptados/2619.jpg,190,190,190,190,17/11/2021 17:52:49,2021/11/17 17:52:49,2021/11/17 17:52:49,
20,1220,,348,279,0,0,33,32,4,X,X,3,279,2,32,t,t,aceptados/1220.jpg,274,274,274,274,16/11/2021 20:30:50,2021/11/16 20:31:44,2021/11/16 20:37:58,
364,1631,,350,273,0,0,58,63,7,X,X,48,273,24,32,t,t,aceptados/1631.jpg,273,273,273,273,17/11/2021 10:13:01,2021/11/17 10:14:01,2021/11/17 10:20:29,
605,2194,,350,283,0,0,107,43,15,X,X,81,283,22,31,t,t,aceptados/2194.jpg,283,283,283,283,17/11/2021 19:04:58,2021/11/17 19:05:35,2021/11/17 19:05:09,
195,1419,,348,286,0,0,47,28,6,X,X,28,286,21,20,t,t,aceptados/1419.jpg,286,286,286,286,17/11/2021 09:29:03,2021/11/17 09:29:04,2021/11/17 09:29:26,
145,1351,,349,271,0,0,40,12,5,X,X,19,271,18,25,t,t,aceptados/1351.jpg,271,271,271,271,17/11/2021 08:56:25,2021/11/17 08:56:26,2021/11/17 08:56:27,
444,1711,,350,257,0,0,62,39,8,X,X,58,257,20,17,t,t,aceptados/1711.jpg,257,257,257,257,17/11/2021 11:03:26,2021/11/17 11:03:27,2021/11/17 11:04:20,
253,1513,,348,274,0,0,53,60,7,X,X,35,274,22,21,t,t,aceptados/1513.jpg,274,274,274,274,17/11/2021 18:43:44,2021/11/17 18:46:55,2021/11/17 18:45:00,
187,1411,,350,238,0,0,44,12,5,X,X,25,238,18,20,t,t,aceptados/1411.jpg,238,238,238,238,17/11/2021 09:27:49,2021/11/17 09:27:53,2021/11/17 09:31:15,
437,1704,,351,258,0,0,62,39,8,X,X,57,259,20,21,t,t,aceptados/1704.jpg,258,259,258,259,17/11/2021 10:57:08,2021/11/17 10:57:09,2021/11/17 10:57:09,
385,1652,,66,37,0,0,59,60,7,X,X,50,37,22,31,t,t,aceptados/1652.jpg,37,37,37,37,17/11/2021 19:05:13,2021/11/17 19:06:13,2021/11/17 19:05:33,
456,1723,,349,269,0,0,62,39,8,X,X,59,269,24,22,t,t,aceptados/1723.jpg,269,269,269,269,17/11/2021 11:14:43,2021/11/17 11:14:44,2021/11/17 11:14:43,
349,1616,,350,254,0,0,58,63,7,X,X,46,254,21,25,t,t,aceptados/1616.jpg,254,254,254,254,17/11/2021 09:47:03,2021/11/17 09:47:05,2021/11/17 09:47:11,
185,1409,,176,123,0,0,43,12,5,X,X,24,123,21,25,t,t,aceptados/1409.jpg,123,123,123,123,17/11/2021 09:01:22,2021/11/17 09:01:42,2021/11/17 09:01:51,
369,1636,,351,251,0,0,58,63,7,X,X,48,251,18,21,t,t,aceptados/1636.jpg,251,251,251,251,17/11/2021 10:12:11,2021/11/17 10:12:25,2021/11/17 10:17:48,
443,1710,,349,232,0,0,62,39,8,X,X,58,232,18,21,t,t,aceptados/1710.jpg,232,232,232,232,17/11/2021 10:57:32,2021/11/17 10:57:33,2021/11/17 10:58:52,
29,1229,,349,257,0,0,33,32,4,X,X,4,257,2,32,t,t,aceptados/1229.jpg,257,257,257,257,16/11/2021 20:26:41,2021/11/16 20:29:31,2021/11/16 20:35:32,
186,1410,,178,126,0,0,43,12,5,X,X,24,124,21,25,t,t,aceptados/1410.jpg,126,124,126,124,17/11/2021 09:28:19,2021/11/17 09:28:22,2021/11/17 09:28:35,
576,2090,,349,287,0,0,92,56,13,X,X,78,287,24,21,t,t,aceptados/2090.jpg,287,287,287,287,17/11/2021 12:41:02,2021/11/17 12:41:51,2021/11/17 12:41:19,
306,1573,,350,257,0,0,58,63,7,X,X,42,257,22,25,t,t,aceptados/1573.jpg,257,257,257,257,17/11/2021 09:48:43,2021/11/17 09:48:57,2021/11/17 09:49:36,
33,1233,,348,255,0,0,33,32,4,X,X,4,255,2,32,t,t,aceptados/1233.jpg,255,255,255,255,16/11/2021 20:26:53,2021/11/16 20:29:57,2021/11/16 20:36:15,
162,1368,,350,271,0,0,40,12,5,X,X,21,271,22,25,t,t,aceptados/1368.jpg,271,271,271,271,17/11/2021 09:03:52,2021/11/17 09:05:39,2021/11/17 09:05:51,
315,1582,,350,259,0,0,58,63,7,X,X,43,259,24,21,t,t,aceptados/1582.jpg,259,259,259,259,17/11/2021 10:13:19,2021/11/17 10:14:32,2021/11/17 10:20:58,
225,1449,,350,287,0,0,47,28,6,X,X,31,287,24,35,t,t,aceptados/1449.jpg,287,287,287,287,17/11/2021 09:27:07,2021/11/17 09:27:09,2021/11/17 09:27:09,
115,1321,,215,137,0,0,37,32,4,X,X,14,137,31,35,t,t,aceptados/1321.jpg,137,137,137,137,17/11/2021 08:56:49,2021/11/17 09:27:43,2021/11/17 08:56:49,
416,1683,,349,265,0,0,62,39,8,X,X,55,265,18,22,t,t,aceptados/1683.jpg,265,265,265,265,17/11/2021 10:59:53,2021/11/17 11:00:26,2021/11/17 11:02:22,
505,1786,,182,150,0,0,67,39,8,X,X,66,150,24,17,t,t,aceptados/1786.jpg,150,150,150,150,17/11/2021 11:15:44,2021/11/17 11:16:09,2021/11/17 11:16:18,
487,1754,,350,273,0,0,62,39,8,X,X,63,273,20,17,t,t,aceptados/1754.jpg,273,273,273,273,17/11/2021 11:15:29,2021/11/17 11:15:57,2021/11/17 11:16:03,
540,1916,,350,291,0,0,74,48,10,X,X,69,291,20,22,t,t,aceptados/1916.jpg,291,291,291,291,17/11/2021 12:01:49,2021/11/17 12:02:11,2021/11/17 12:02:15,
607,2196,,352,275,0,0,107,43,15,X,X,81,275,22,42,t,t,aceptados/2196.jpg,275,275,275,275,17/11/2021 19:21:30,2021/11/17 19:22:26,2021/11/17 19:21:55,
618,2207,,350,275,0,0,108,43,15,X,X,83,275,43,21,t,t,aceptados/2207.jpg,275,275,275,275,17/11/2021 19:21:35,2021/11/17 19:22:32,2021/11/17 19:22:05,
544,1920,,350,272,0,0,75,48,10,X,X,70,272,18,35,t,t,aceptados/1920.jpg,272,272,272,272,17/11/2021 12:06:00,2021/11/17 12:06:09,2021/11/17 12:06:16,
553,1929,,297,237,0,0,77,49,10,X,X,72,237,25,35,t,t,aceptados/1929.jpg,237,237,237,237,17/11/2021 12:17:28,2021/11/17 12:17:32,2021/11/17 12:17:29,
546,1922,,349,276,0,0,75,48,10,X,X,70,276,25,22,t,t,aceptados/1922.jpg,276,276,276,276,17/11/2021 12:07:32,2021/11/17 12:07:36,2021/11/17 12:07:34,
563,2077,,348,299,0,0,92,56,13,X,X,76,299,24,21,t,t,aceptados/2077.jpg,299,299,299,299,17/11/2021 12:30:37,2021/11/17 12:30:37,2021/11/17 12:30:38,
483,1750,,350,248,0,0,62,39,8,X,X,62,248,25,17,t,t,aceptados/1750.jpg,248,248,248,248,17/11/2021 11:15:09,2021/11/17 11:15:29,2021/11/17 11:15:27,
623,2212,,265,193,0,0,108,43,15,X,X,83,193,43,42,t,t,aceptados/2212.jpg,193,193,193,193,17/11/2021 19:23:16,2021/11/17 19:25:17,2021/11/17 19:24:40,
506,1787,,183,149,0,0,67,39,8,X,X,66,149,25,21,t,t,aceptados/1787.jpg,149,149,149,149,17/11/2021 11:18:09,2021/11/17 11:19:15,2021/11/17 11:19:20,
515,1891,,350,277,0,0,74,48,10,X,X,67,277,20,22,t,t,aceptados/1891.jpg,277,277,277,277,17/11/2021 11:49:49,2021/11/17 11:49:53,2021/11/17 11:49:53,
530,1906,,350,282,0,0,74,48,10,X,X,68,282,24,21,t,t,aceptados/1906.jpg,282,282,282,282,17/11/2021 11:49:51,2021/11/17 11:49:53,2021/11/17 11:50:01,
578,2092,,350,280,0,0,92,56,13,X,X,78,280,24,22,t,t,aceptados/2092.jpg,280,280,280,280,17/11/2021 12:41:42,2021/11/17 12:42:24,2021/11/17 12:41:45,
522,1898,,350,285,0,0,74,48,10,X,X,67,285,18,17,t,t,aceptados/1898.jpg,285,285,285,285,17/11/2021 11:48:58,2021/11/17 11:49:00,2021/11/17 11:49:00,
575,2089,,349,259,0,0,92,56,13,X,X,78,259,20,22,t,t,aceptados/2089.jpg,259,259,259,259,17/11/2021 12:44:34,2021/11/17 12:44:36,2021/11/17 12:44:37,
489,1756,,348,260,0,0,62,39,8,X,X,63,260,25,21,t,t,aceptados/1756.jpg,260,260,260,260,17/11/2021 11:17:44,2021/11/17 11:18:38,2021/11/17 11:18:45,
573,2087,,349,293,0,0,92,56,13,X,X,77,293,20,22,t,t,aceptados/2087.jpg,293,293,293,293,17/11/2021 12:44:53,2021/11/17 12:45:14,2021/11/17 12:44:59,
520,1896,,350,295,0,0,74,48,10,X,X,67,295,25,21,t,t,aceptados/1896.jpg,295,295,295,295,17/11/2021 11:49:19,2021/11/17 11:49:28,2021/11/17 11:49:21,
529,1905,,350,292,0,0,74,48,10,X,X,68,292,24,35,t,t,aceptados/1905.jpg,292,292,292,292,17/11/2021 11:49:26,2021/11/17 11:49:32,2021/11/17 11:49:30,
512,1888,,350,290,0,0,74,48,10,X,X,67,290,25,17,t,t,aceptados/1888.jpg,290,290,290,290,17/11/2021 11:49:57,2021/11/17 11:49:59,2021/11/17 11:50:02,
567,2081,,351,293,0,0,92,56,13,X,X,77,293,24,21,t,t,aceptados/2081.jpg,293,293,293,293,17/11/2021 12:48:13,2021/11/17 12:48:39,2021/11/17 12:48:35,
517,1893,,349,275,0,0,74,48,10,X,X,67,275,25,35,t,t,aceptados/1893.jpg,275,275,275,275,17/11/2021 12:01:44,2021/11/17 12:02:10,2021/11/17 12:02:13,
490,1757,,350,251,0,0,62,39,8,X,X,63,251,25,22,t,t,aceptados/1757.jpg,251,251,251,251,17/11/2021 11:17:30,2021/11/17 11:18:26,2021/11/17 11:18:35,
32,1232,,349,276,0,0,33,32,4,X,X,4,276,32,32,t,t,aceptados/1232.jpg,276,276,276,276,16/11/2021 20:25:57,2021/11/16 20:28:46,2021/11/16 20:34:01,
43,1243,,348,268,0,0,33,32,4,X,X,5,268,2,32,t,t,aceptados/1243.jpg,268,268,268,268,16/11/2021 20:26:08,2021/11/16 20:28:55,2021/11/16 20:34:19,
84,1284,,348,276,0,0,34,32,4,X,X,9,276,40,3,t,t,aceptados/1284.jpg,276,276,276,276,16/11/2021 20:42:07,2021/11/16 20:52:43,2021/11/16 20:47:50,
37,1237,,349,264,0,0,33,32,4,X,X,5,264,2,32,t,t,aceptados/1237.jpg,264,264,264,264,16/11/2021 20:22:18,2021/11/16 20:23:58,2021/11/16 20:22:34,
65,1265,,349,283,0,0,34,32,4,X,X,8,283,2,3,t,t,aceptados/1265.jpg,283,283,283,283,16/11/2021 20:40:01,2021/11/16 20:49:22,2021/11/16 20:45:43,
36,1236,,348,269,0,0,33,32,4,X,X,5,269,2,32,t,t,aceptados/1236.jpg,269,269,269,269,16/11/2021 20:22:10,2021/11/16 20:23:26,2021/11/16 20:22:10,
617,2206,,350,275,0,0,108,43,15,X,X,83,275,22,21,t,t,aceptados/2206.jpg,275,275,275,275,17/11/2021 19:21:24,2021/11/17 19:22:12,2021/11/17 19:21:53,
284,1544,,350,274,0,0,53,60,7,X,X,38,274,43,42,t,t,aceptados/1544.jpg,274,274,274,274,17/11/2021 19:23:26,2021/11/17 19:25:46,2021/11/17 19:25:15,
609,2198,,350,288,0,0,107,43,15,X,X,82,288,22,42,t,t,aceptados/2198.jpg,288,288,288,288,17/11/2021 19:23:28,2021/11/17 19:25:51,2021/11/17 19:25:53,
45,1245,,349,252,0,0,33,32,4,X,X,6,252,32,32,t,t,aceptados/1245.jpg,252,252,252,252,16/11/2021 20:25:31,2021/11/16 20:28:14,2021/11/16 20:26:45,
30,1230,,350,271,0,0,33,32,4,X,X,4,271,32,32,t,t,aceptados/1230.jpg,271,271,271,271,16/11/2021 20:26:31,2021/11/16 20:29:19,2021/11/16 20:35:18,
119,1325,,88,62,0,0,39,32,4,X,X,16,62,22,25,t,t,aceptados/1325.jpg,62,62,62,62,17/11/2021 08:56:58,2021/11/17 08:57:55,2021/11/17 08:57:02,
87,1287,,348,262,0,0,34,32,4,X,X,10,262,32,3,t,t,aceptados/1287.jpg,262,262,262,262,16/11/2021 20:51:55,2021/11/16 20:58:28,2021/11/16 20:54:17,
59,1259,,237,190,0,0,33,32,4,X,X,7,190,41,32,t,t,aceptados/1259.jpg,190,190,190,190,16/11/2021 20:42:41,2021/11/16 20:55:31,2021/11/16 20:48:52,
637,2602,,349,243,0,0,162,21,24,X,X,86,243,22,21,t,t,aceptados/2602.jpg,243,243,243,243,17/11/2021 17:52:55,2021/11/17 17:53:05,2021/11/17 17:53:09,
134,1340,,350,273,0,0,40,12,5,X,X,18,273,24,25,t,t,aceptados/1340.jpg,273,273,273,273,17/11/2021 09:02:26,2021/11/17 09:03:39,2021/11/17 09:03:22,
133,1339,,352,291,0,0,40,12,5,X,X,18,291,22,25,t,t,aceptados/1339.jpg,291,291,291,291,17/11/2021 09:01:15,2021/11/17 09:01:21,2021/11/17 09:01:27,
12,1098,,349,246,0,0,26,69,2,X,X,2,246,20,17,t,t,aceptados/1098.jpg,246,246,246,246,17/11/2021 11:18:32,2021/11/17 11:19:34,2021/11/17 11:19:42,
137,1343,,350,254,0,0,40,12,5,X,X,18,254,18,25,t,t,aceptados/1343.jpg,254,254,254,254,17/11/2021 08:58:26,2021/11/17 08:59:08,2021/11/17 09:00:05,
223,1447,,350,293,0,0,47,28,6,X,X,31,293,31,25,t,t,aceptados/1447.jpg,293,293,293,293,17/11/2021 09:27:17,2021/11/17 09:27:20,2021/11/17 09:27:22,
157,1363,,350,262,0,0,40,12,5,X,X,20,262,24,25,t,t,aceptados/1363.jpg,262,262,262,262,17/11/2021 09:02:49,2021/11/17 09:04:11,2021/11/17 09:04:07,
132,1338,,350,257,0,0,40,12,5,X,X,18,257,24,25,t,t,aceptados/1338.jpg,257,257,257,257,17/11/2021 09:07:48,2021/11/17 09:07:52,2021/11/17 09:09:15,
151,1357,,353,270,0,0,40,12,5,X,X,19,270,18,25,t,t,aceptados/1357.jpg,270,270,270,270,17/11/2021 09:06:15,2021/11/17 09:07:39,2021/11/17 09:08:54,
222,1446,,352,271,0,0,47,28,6,X,X,30,271,24,20,t,t,aceptados/1446.jpg,271,271,271,271,17/11/2021 09:11:35,2021/11/17 09:11:35,2021/11/17 09:11:50,
413,1680,,349,258,0,0,62,39,8,X,X,55,258,18,21,t,t,aceptados/1680.jpg,258,258,258,258,17/11/2021 10:57:50,2021/11/17 10:57:57,2021/11/17 10:59:22,
619,2208,,350,265,0,0,108,43,15,X,X,83,265,22,42,t,t,aceptados/2208.jpg,265,265,265,265,17/11/2021 19:22:36,2021/11/17 19:24:11,2021/11/17 19:23:14,
554,1930,,177,97,0,0,78,48,10,X,X,73,97,18,35,t,t,aceptados/1930.jpg,97,97,97,97,17/11/2021 12:17:39,2021/11/17 12:17:42,2021/11/17 12:17:53,
248,1508,,351,267,0,0,53,60,7,X,X,34,267,22,42,t,t,aceptados/1508.jpg,267,267,267,267,17/11/2021 18:37:21,2021/11/17 18:38:07,2021/11/17 18:37:42,
58,1258,,237,186,0,0,33,32,4,X,X,7,186,32,32,t,t,aceptados/1258.jpg,186,186,186,186,16/11/2021 20:30:52,2021/11/16 20:31:53,2021/11/16 20:38:13,
56,1256,,350,255,0,0,33,32,4,X,X,7,255,2,32,t,t,aceptados/1256.jpg,255,255,255,255,16/11/2021 20:31:00,2021/11/16 20:32:16,2021/11/16 20:38:41,
51,1251,,349,269,0,0,33,32,4,X,X,6,269,2,32,t,t,aceptados/1251.jpg,269,264,269,264,16/11/2021 20:34:06,2021/11/16 20:40:35,2021/11/16 20:41:23,
48,1248,,347,270,0,0,33,32,4,X,X,6,270,2,32,t,t,aceptados/1248.jpg,270,270,270,270,16/11/2021 20:30:38,2021/11/16 20:31:08,2021/11/16 20:37:13,
39,1239,,347,271,0,0,33,32,4,X,X,5,271,32,32,t,t,aceptados/1239.jpg,271,271,271,271,16/11/2021 20:33:30,2021/11/16 20:33:32,2021/11/16 20:40:29,
54,1254,,350,273,0,0,33,32,4,X,X,7,273,2,32,t,t,aceptados/1254.jpg,273,273,273,273,16/11/2021 20:34:14,2021/11/16 20:41:06,2021/11/16 20:41:55,
68,1268,,347,284,0,0,34,32,4,X,X,8,284,2,32,t,t,aceptados/1268.jpg,284,284,284,284,16/11/2021 20:35:36,2021/11/16 20:46:08,2021/11/16 20:43:53,
40,1240,,348,265,0,0,33,32,4,X,X,5,265,2,32,t,t,aceptados/1240.jpg,265,265,265,265,16/11/2021 20:33:58,2021/11/16 20:38:54,2021/11/16 20:41:08,
69,1269,,348,262,0,0,34,32,4,X,X,8,262,40,32,t,t,aceptados/1269.jpg,262,262,262,262,16/11/2021 20:35:45,2021/11/16 20:46:40,2021/11/16 20:44:07,
28,1228,,349,271,0,0,33,32,4,X,X,4,271,32,32,t,t,aceptados/1228.jpg,271,271,271,271,16/11/2021 20:26:41,2021/11/16 20:29:36,2021/11/16 20:35:46,
38,1238,,345,268,0,0,33,32,4,X,X,5,268,2,3,t,t,aceptados/1238.jpg,268,268,268,268,16/11/2021 20:21:53,2021/11/16 20:22:52,2021/11/16 20:42:42,
150,1356,,350,266,0,0,40,12,5,X,X,19,266,31,25,t,t,aceptados/1356.jpg,266,266,266,266,17/11/2021 09:05:27,2021/11/17 09:07:01,2021/11/17 09:08:02,
88,1288,,348,266,0,0,34,32,4,X,X,10,266,32,32,t,t,aceptados/1288.jpg,266,266,266,266,16/11/2021 20:51:31,2021/11/16 20:57:34,2021/11/16 20:52:30,
328,1595,,350,256,0,0,58,63,7,X,X,44,256,31,25,t,t,aceptados/1595.jpg,256,256,256,256,17/11/2021 09:48:24,2021/11/17 09:48:34,2021/11/17 09:49:09,
107,1307,,348,268,0,0,34,32,4,X,X,12,268,22,25,t,t,aceptados/1307.jpg,268,268,268,268,17/11/2021 08:57:41,2021/11/17 08:58:20,2021/11/17 08:58:36,
183,1389,,212,157,0,0,41,12,5,X,X,23,157,21,20,t,t,aceptados/1389.jpg,157,157,157,157,17/11/2021 09:04:22,2021/11/17 09:06:19,2021/11/17 09:07:27,
170,1376,,350,245,0,0,41,12,5,X,X,22,245,22,25,t,t,aceptados/1376.jpg,245,245,245,245,17/11/2021 09:00:32,2021/11/17 09:00:36,2021/11/17 09:00:57,
41,1241,,349,265,0,0,33,32,4,X,X,5,265,40,32,t,t,aceptados/1241.jpg,265,265,265,265,16/11/2021 20:47:14,2021/11/16 20:56:15,2021/11/16 20:49:32,
250,1510,,350,269,0,0,53,60,7,X,X,35,269,22,21,t,t,aceptados/1510.jpg,269,269,269,269,17/11/2021 18:44:35,2021/11/17 18:48:19,2021/11/17 18:46:10,
289,1549,,349,262,0,0,53,60,7,X,X,39,262,22,21,t,t,aceptados/1549.jpg,262,262,262,262,17/11/2021 18:47:49,2021/11/17 18:49:16,2021/11/17 18:48:09,
296,1556,,246,192,0,0,53,60,7,X,X,39,190,22,21,t,t,aceptados/1556.jpg,192,190,192,190,17/11/2021 18:57:11,2021/11/17 18:59:20,2021/11/17 18:57:45,
219,1443,,349,289,0,0,47,28,6,X,X,30,289,24,35,t,t,aceptados/1443.jpg,289,289,289,289,17/11/2021 09:12:21,2021/11/17 09:12:30,2021/11/17 09:13:10,
164,1370,,350,276,0,0,40,12,5,X,X,21,276,21,25,t,t,aceptados/1370.jpg,276,276,276,276,17/11/2021 09:05:58,2021/11/17 09:07:29,2021/11/17 09:08:31,
206,1430,,350,299,0,0,47,28,6,X,X,29,299,21,20,t,t,aceptados/1430.jpg,299,299,299,299,17/11/2021 09:12:47,2021/11/17 09:12:47,2021/11/17 09:13:33,
211,1435,,350,277,0,0,47,28,6,X,X,29,277,21,25,t,t,aceptados/1435.jpg,277,277,277,277,17/11/2021 09:05:47,2021/11/17 09:07:15,2021/11/17 09:08:13,
214,1438,,352,289,0,0,47,28,6,X,X,29,289,18,25,t,t,aceptados/1438.jpg,289,289,289,289,17/11/2021 09:03:36,2021/11/17 09:04:41,2021/11/17 09:05:21,
